surveyID,date,Lat,Lat_abs,Lat_abs_scale,hemi,Genus_sp,plantFamily,Biome,growthForm,growthForm_simp,sizeDiameterMean,sizeDiameterMeanLog,sizeDiameterMeanLogScale,plantMean,plantMeanProp,plantMeanPropLogit,plantGini,plantGiniAdj,plantGiniAdjLogit,propPlantsHerb50,focalPlantCoverMean
Franca_Site 1_Plantago_lanceolata_Survey 1,10/16/20,-43.452114,43.452114,0.427254833,S,Plantago_lanceolata,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,16.95,2.830267834,-0.428778098,4.183333333,0.041833333,-3.131328266,0.444256871,0.444256871,-0.223903257,0.233333333,8.125
Getman_Site 1_Aralia_nudicaulis_Survey 1,6/16/20,42.534262,42.534262,0.364497392,N,Aralia_nudicaulis,Araliaceae,Temperate Broadleaf & Mixed Forests,HERB;SHRUB,Herb,23.66666667,3.164067588,-0.143506433,8.191666667,0.081916667,-2.416585693,0.756401193,0.756401193,1.133049276,0.05,19.72222222
Getman_Site 1_Clintonia_borealis_Survey 1,6/17/20,42.534558,42.534558,0.364517631,N,Clintonia_borealis,Liliaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,8.225,2.107178297,-1.046744268,2.016666667,0.020166667,-3.883351413,0.830368399,0.830368399,1.588240423,0.033333333,25.7
Getman_Site 1_Sarracenia_purpurea_Survey 1,6/17/20,42.534906,42.534906,0.364541425,N,Sarracenia_purpurea,Sarraceniaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,46.95,3.849083206,0.441921035,0.8,0.008,-4.820281566,0.3125,0.3125,-0.78845736,0.316666667,NA
Getman_Site 2_Apocynum_cannabinum_Survey 1,7/27/20,41.7523127,41.7523127,0.311032196,N,Apocynum_cannabinum,Apocynaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,73.7,4.300002799,0.827285558,18.28333333,0.182833333,-1.497268081,0.423234399,0.423234399,-0.309509787,0.233333333,46.31578947
Getman_Site 2_Arctium_minus_Survey 1,9/3/19,42.4424,42.4424,0.358216397,N,Arctium_minus,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,29.92156863,3.398579579,0.056912006,5.605769231,0.056057692,-2.823683669,0.492550365,0.492550365,-0.029800746,0.192307692,17.53846154
Getman_Site 2_Fraxinus_nigra_Survey 1,9/3/19,42.2631,42.2631,0.345956894,N,Fraxinus_nigra,Oleaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,62.34482759,4.132680711,0.684288896,5.051724138,0.050517241,-2.93360268,0.533201605,0.533201605,0.133002135,0.016949153,NA
Getman_Site 3_Bidens_frondosa_Survey 1,7/26/20,41.756257,41.756257,0.311301885,N,Bidens_frondosa,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,22,3.091042453,-0.205915113,16.4,0.164,-1.628762185,0.371021083,0.371021083,-0.527838849,0.016129032,14.83870968
Getman_Site 4_Circaea_lutetiana_Survey 1,7/7/20,42.382213,42.382213,0.354101156,N,Circaea_lutetiana,Onagraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,32.8,3.490428515,0.135407867,10.45,0.1045,-2.14819515,0.475035818,0.475035818,-0.09993983,0.015151515,18.88888889
Getman_Site 4_Eurybia_macrophylla_Survey 1,7/2/20,42.3539396,42.3539396,0.352167984,N,Eurybia_macrophylla,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,15.865,2.764115425,-0.485313214,9.95,0.0995,-2.20279252,0.564403941,0.564403941,0.259054857,0.166666667,21.76666667
Getman_Site 4_Lysimachia_borealis_Survey 1,7/3/20,42.3425794,42.3425794,0.351391239,N,Lysimachia_borealis,Primulaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,6.490958525,1.870410212,-1.249090808,2.591666667,0.025916667,-3.626610595,0.739822334,0.739822334,1.045045338,0.083333333,4.5
Getman_Site 4_Maianthemum_racemosum_Survey 1,7/7/20,42.382213,42.382213,0.354101156,N,Maianthemum_racemosum,Asparagaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,45.85,3.825375199,0.421659719,3.725,0.03725,-3.252141828,0.572972358,0.572972358,0.293988729,0.015625,13.90625
Getman_Site 5_Lythrum_salicaria_Survey 1,10/4/20,41.7404005,41.7404005,0.310217709,N,Lythrum_salicaria,Lythraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,45.68333333,3.821733534,0.418547482,10.48333333,0.104833333,-2.144638133,0.394896392,0.394896392,-0.426776265,0.233333333,6.066666667
Getman_Site 7_Rudbeckia_laciniata_Survey 1,6/18/20,42.45137,42.45137,0.358829714,N,Rudbeckia_laciniata,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,57.56666667,4.052943696,0.616144116,4,0.04,-3.17805383,0.356920904,0.356920904,-0.588753528,0.25,31.06666667
Getman_Site 7_Sanguinaria_canadensis_Survey 1,6/18/20,42.450108,42.450108,0.358743426,N,Sanguinaria_canadensis,Papaveraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,32.2,3.471966453,0.119629834,2.591666667,0.025916667,-3.626610595,0.628644613,0.628644613,0.526406572,0.1,30.16666667
Gianol_Site 1_Alstroemeria_pulchra_Survey 1,10/22/20,-29.9658,29.9658,-0.494861755,S,Alstroemeria_pulchra,Alstroemeriaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,84.98333333,4.442455159,0.949028073,8.641666667,0.086416667,-2.358194037,0.330892568,0.330892568,-0.704150878,0.015151515,11.17647059
Gianol_Site 1_Pasithea_caerulea_Survey 1,10/10/20,-29.9644,29.9644,-0.494957479,S,Pasithea_caerulea,Asphodelaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,71.1,4.264087337,0.796591516,1.816666667,0.018166667,-3.989833159,0.601306173,0.601306173,0.410910474,0.013888889,3.3
Gianol_Site 1_Stachys_grandidentata_Survey 1,9/29/20,-29.9644,29.9644,-0.494957479,S,Stachys_grandidentata,Lamiaceae,"Mediterranean Forests, Woodlands & Scrub",HERB,Herb,23.35,3.150596984,-0.15501867,6.25,0.0625,-2.708050201,0.445875706,0.445875706,-0.217348791,0.015151515,1.156666667
Gooden_Site 1_Acacia_implexa_Survey 1,5/23/20,-35.210022,35.210022,-0.136292016,S,Acacia_implexa,Fabaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,412.5,6.022236206,2.299139219,4.826666667,0.048266667,-2.981543692,0.438202313,0.438202313,-0.248461092,0.016129032,37.28333333
Gooden_Site 2_Brachychiton_populneus_Survey 1,10/10/20,-35.235736,35.235736,-0.13453384,S,Brachychiton_populneus,Malvaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,635.5882353,6.454550925,2.668603659,2.202149321,0.022021493,-3.793468752,0.578347028,0.578347028,0.315991448,0.147058824,59.22058824
Gooden_Site 3_Solanum_cinereum_Survey 1,5/24/20,-35.382131,35.382131,-0.124524192,S,Solanum_cinereum,Solanaceae,Temperate Broadleaf & Mixed Forests,SHRUB,Woody,NA,NA,NA,0.66,0.0066,-5.014063754,0.755149088,0.755149088,1.126265697,0.08,NA
Gooden_Site 4_Taraxacum_officinale_Survey 1,10/19/20,-35.232228,35.232228,-0.134773697,S,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,30.07936508,3.403839391,0.061407142,2.983315256,0.029833153,-3.481847787,0.825769851,0.825769851,1.555938983,0.015625,24.84126984
Gossne_Site 1_Fagus_sylvatica_Survey 1,7/11/12,48.383567,48.383567,0.764439228,N,Fagus_sylvatica,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,NA,NA,NA,16.74100097,0.16741001,-1.604095361,0.252816652,0.252816652,-1.083646073,0.329787234,NA
Gossne_Site 1_Fagus_sylvatica_Survey 2,6/29/15,48.383567,48.383567,0.764439228,N,Fagus_sylvatica,Fagaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,NA,NA,NA,19.13618752,0.191361875,-1.441185235,0.143404232,0.143404232,-1.787298685,0.408450704,NA
Greig_Site 1_Ageratina_havanensis_Survey 1,12/23/20,30.17163,30.17163,-0.480788284,N,Ageratina_havanensis,Asteraceae,Temperate Broadleaf & Mixed Forests,SHRUB,Woody,69.36666667,4.239406445,0.775498753,1.916666667,0.019166667,-3.935229891,0.751658069,0.751658069,1.107474976,0.05,41.84210526
Greig_Site 1_Diospyros_texana_Survey 1,12/23/20,30.17026,30.17026,-0.480881957,N,Diospyros_texana,Ebenaceae,Temperate Broadleaf & Mixed Forests,SHRUB,Woody,255.2166667,5.542112858,1.888816608,3.383333333,0.033833333,-3.351889842,0.698839442,0.698839442,0.841777483,0.05,NA
Greig_Site 1_Nandina_domestica_Survey 1,12/22/20,30.17163,30.17163,-0.480788284,N,Nandina_domestica,Berberidaceae,Temperate Broadleaf & Mixed Forests,SHRUB,Woody,52.83333333,3.967142305,0.542816603,4.691666667,0.046916667,-3.011329365,0.632718186,0.632718186,0.543895682,0.133333333,44.66666667
Gripen_Site 1_Impatiens_parviflora_Survey 1,8/6/20,51.7333561,51.7333561,0.993478541,N,Impatiens_parviflora,Balsaminaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,14.65,2.684440335,-0.553405071,1.308333333,0.013083333,-4.323246449,0.703983591,0.703983591,0.866340157,0.015873016,20.19230769
Gripen_Site 2_Galium_verum_Survey 1,7/6/21,51.779867,51.779867,0.996658689,N,Galium_verum,Rubiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,25.3,3.230804396,-0.086471879,0.008333333,8.33333333333332e-5,-9.392578592,1,0.99,4.59511985,1,1.260333333
Gripen_Site 3_Trifolium_repens_Survey 1,6/16/21,51.772825,51.772825,0.996177197,N,Trifolium_repens,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,18.78333333,2.932969952,-0.3410069,2.55,0.0255,-3.643246067,0.549462723,0.549462723,0.198500114,0.166666667,25
Gripen_Site 4_Plantago_lanceolata_Survey 1,8/3/20,51.738721,51.738721,0.993845362,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,9.991666667,2.301751412,-0.880458356,2.108333333,0.021083333,-3.837963679,0.437663295,0.437663295,-0.250650909,0.2,4.286666667
Gripen_Site 5_Pulicaria_dysenterica_Survey 1,7/30/20,51.744006,51.744006,0.99420672,N,Pulicaria_dysenterica,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,32.00833333,3.465996286,0.114527615,2.575,0.02575,-3.633233317,0.76929406,0.76929406,1.204329374,0.05,24.08333333
Gripen_Site 6_Heracleum_sphondylium_Survey 1,6/20/22,51.436333,51.436333,0.97316981,N,Heracleum_sphondylium,Apiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,96.53333333,4.569888372,1.057934938,3.766666667,0.037666667,-3.240585361,0.588495575,0.588495575,0.357749635,0.116666667,18.33333333
Groent_Site 1_Celmisia_discolor_Survey 1,3/20/20,-42.93722,42.93722,0.392049343,S,Celmisia_discolor,Asteraceae,Montane Grasslands & Shrublands,HERB,Herb,11.14583333,2.411065736,-0.787036241,2.375,0.02375,-3.716136171,0.603210153,0.603210153,0.418858861,0.125,20.35416667
Groent_Site 2_Olearia_paniculata_Survey 1,12/7/20,-43.63266,43.63266,0.43959953,S,Olearia_paniculata,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",SHRUB;TREE,Woody,636.9833333,6.456743491,2.670477468,1.710166667,0.017101667,-4.051329765,0.385484064,0.385484064,-0.46633501,0.25,NA
Groent_Site 3_Plantago_major_Survey 1,3/11/20,-43.64991,43.64991,0.440778986,S,Plantago_major,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,25.11666667,3.223531636,-0.092687319,8.483333333,0.084833333,-2.378417651,0.488428624,0.488428624,-0.046293771,0.016129032,11.9
Groent_Site 4_Ranunculus_haastii_Survey 1,3/18/20,-43.342613,43.342613,0.419767785,S,Ranunculus_haastii,Ranunculaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,6.161016949,1.818241853,-1.293674888,15.76271186,0.157627119,-1.675990533,0.550315165,0.550315165,0.201944171,0.169491525,NA
Groent_Site 4_Stellaria_roughii_Survey 1,3/18/20,-43.28726,43.28726,0.415983065,S,Stellaria_roughii,Caryophyllaceae,Montane Grasslands & Shrublands,HERB,Herb,7.296875,1.987446174,-1.149069633,10.703125,0.10703125,-2.121430738,0.674782199,0.674782199,0.729894857,0.125,NA
GrofTi_Site 1_Betula_pubescens_Survey 1,8/14/20,68.20308,68.20308,2.11958354,N,Betula_pubescens,Betulaceae,Temperate Conifer Forests,TREE,Woody,155.8333333,5.04878706,1.467210931,3.741666667,0.037416667,-3.247504405,0.370276698,0.370276698,-0.531029962,0.283333333,69.83333333
Haack_Site 1_Geranium_palustre_Survey 1,8/15/20,51.4,51.4,0.970685568,N,Geranium_palustre,Geraniaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,30.44166667,3.415812284,0.071639406,5.35,0.0535,-2.873089317,0.593114737,0.593114737,0.376856628,0.116666667,9.366666667
Haack_Site 2_Rumex_sanguineus_Survey 1,6/28/20,51.3,51.3,0.963848143,N,Rumex_sanguineus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,51.23076923,3.936340313,0.516492631,6.115384615,0.061153846,-2.731258868,0.274139845,0.274139845,-0.973719015,0.016666667,5.6
Haack_Site 3_Trifolium_repens_Survey 1,9/13/20,51.4,51.4,0.970685568,N,Trifolium_repens,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,16.71666667,2.816406226,-0.440624494,15.06666667,0.150666667,-1.729381837,0.722588871,0.722588871,0.957339789,0.1,19.96666667
Haack_Site 4_Urtica_dioica_Survey 1,10/24/20,51.2,51.2,0.957010718,N,Urtica_dioica,Urticaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.64166667,2.364777113,-0.826595385,11.11666667,0.111166667,-2.078879165,0.4725688,0.4725688,-0.109835084,0.183333333,27.83333333
Hahn_Site 1_Balsamorhiza_sagittata_Survey 1,6/19/19,46.689126,46.689126,0.648583097,N,Balsamorhiza_sagittata,Asteraceae,Temperate Conifer Forests,HERB,Herb,48.6,3.883623531,0.471439859,8.933333333,0.089333333,-2.32180224,0.376169997,0.376169997,-0.505836737,0.016129032,8.8125
Hahn_Site 1_Taraxacum_officinale_Survey 1,9/6/20,51.4,51.4,0.970685568,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19.35833333,2.96312299,-0.315237536,13.41666667,0.134166667,-1.864609626,0.60555848,0.60555848,0.428680248,0.015625,10.87096774
Hahn_Site 2_Balsamorhiza_sagittata_Survey 1,6/20/19,46.84026,46.84026,0.658916771,N,Balsamorhiza_sagittata,Asteraceae,Temperate Conifer Forests,HERB,Herb,25.4,3.234749174,-0.083100596,9.116666667,0.091166667,-2.299472393,0.531930716,0.531930716,0.12789692,0.015384615,7.914285714
Hahn_Site 3_Erigeron_strigosus_Survey 1,7/9/19,42.558848,42.558848,0.366178442,N,Erigeron_strigosus,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,68.01694915,4.219756926,0.758705898,7.983050847,0.079830508,-2.44465214,0.352514825,0.352514825,-0.608003218,0.016393443,12.1875
Hahn_Site 4_Euphorbia_esula_Survey 1,6/3/20,46.8389,46.8389,0.658823782,N,Euphorbia_esula,Euphorbiaceae,Temperate Conifer Forests,HERB,Herb,32.38333333,3.477643887,0.124481879,4.066666667,0.040666667,-3.160829843,0.734370659,0.734370659,1.016912002,0.1,26.83333333
Hahn_Site 5_Monarda_fistulosa_Survey 1,7/23/19,46.839741,46.839741,0.658881285,N,Monarda_fistulosa,Lamiaceae,Temperate Conifer Forests,HERB,Herb,22.01666667,3.091799742,-0.205267919,15.71666667,0.157166667,-1.679462418,0.429588224,0.429588224,-0.283531384,0.01369863,14.13953488
Hahn_Site 6_Monarda_fistulosa_Survey 1,8/24/20,43.39031,43.39031,0.423029031,N,Monarda_fistulosa,Lamiaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,51.2804878,3.937310325,0.517321622,11.92682927,0.119268293,-1.999377532,0.315337423,0.315337423,-0.775282877,0.292682927,29.28571429
Hahn_Site 7_Plantago_lanceolata_Survey 1,6/28/20,51.3,51.3,0.963848143,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,16.5,2.803360381,-0.451773723,7.018518519,0.070185185,-2.583848191,0.509234828,0.509234828,0.036943515,0.016666667,3.166666667
Hahn_Site 8_Plantago_lanceolata_Survey 1,9/19/20,51.49373,51.49373,0.977094286,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,25.33333333,3.232121052,-0.08534664,4.9,0.049,-2.965693764,0.348898882,0.348898882,-0.623882815,0.266666667,6.866666667
Hahn_Site 9_Solidago_missouriensis_Survey 1,8/16/19,43.163429,43.163429,0.407516213,N,Solidago_missouriensis,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,39.93442623,3.687238765,0.303605676,2.803278689,0.028032787,-3.545947287,0.622807018,0.622807018,0.501479761,0.0125,6.08
Hahn_Site 9_Solidago_speciosa_Survey 1,9/24/19,43.163085,43.163085,0.407492693,N,Solidago_speciosa,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,69.55,4.242045918,0.777754497,2.05,0.0205,-3.866617351,0.615819209,0.615819209,0.471840177,0.015384615,7.057142857
Haq_Site 1_Plantago_major_Survey 1,7/24/21,34.3007971,34.3007971,-0.198459585,N,Plantago_major,Plantaginaceae,Deserts & Xeric Shrublands,HERB,Herb,11.96610169,2.482077794,-0.726347976,27.49619074,0.274961907,-0.969591625,0.180596742,0.180596742,-1.512309741,0.016949153,50
Haq_Site 2_Plantago_major_Survey 1,8/8/21,34.5291253,34.5291253,-0.182847816,N,Plantago_major,Plantaginaceae,Deserts & Xeric Shrublands,HERB,Herb,16.38983051,2.796661052,-0.457499098,18.71187642,0.187118764,-1.4688415,0.210739902,0.210739902,-1.320471241,0.016949153,34.82758621
Haq_Site 3_Plantago_major_Survey 1,7/14/21,34.4776707,34.4776707,-0.186365986,N,Plantago_major,Plantaginaceae,Deserts & Xeric Shrublands,HERB,Herb,10.84745763,2.383930732,-0.810226335,29.96673094,0.299667309,-0.848882604,0.091804248,0.091804248,-2.291801369,0.016949153,28
Helms_Site 1_Chamaecrista_fasciculata_Survey 1,8/2/20,30.578,30.578,-0.45300304,N,Chamaecrista_fasciculata,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,61.8,4.123903364,0.676787608,18.52744317,0.185274432,-1.48101319,0.435877007,0.435877007,-0.25791219,0.016393443,22.53333333
Helms_Site 1_Croton_capitatus_Survey 1,6/15/20,30.578,30.578,-0.45300304,N,Croton_capitatus,Euphorbiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,23.24590164,3.146128843,-0.158837229,5.692413006,0.05692413,-2.807427406,0.601233162,0.601233162,0.410605938,0.015625,3.25
Helms_Site 1_Cucurbita_foetidissima_Survey 1,7/24/20,30.3469,30.3469,-0.468804329,N,Cucurbita_foetidissima,Cucurbitaceae,"Temperate Grasslands, Savannas & Shrublands",HERB;VINE,Climber,125.25,4.83031174,1.280497737,3.210526316,0.032105263,-3.40610336,0.505981391,0.505981391,0.023926706,0.184210526,NA
Helms_Site 2_Rumex_crispus_Survey 1,2/27/20,30.6228,30.6228,-0.449939874,N,Rumex_crispus,Polygonaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,16.4296875,2.799089912,-0.455423347,7.9921875,0.079921875,-2.44340899,0.574081832,0.574081832,0.298524717,0.140625,29.98921053
Helms_Site 2_Vicia_sativa_Survey 1,2/27/20,30.6228,30.6228,-0.449939874,N,Vicia_sativa,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB;VINE,Climber,15.32258065,2.7293276,-0.515043556,12.1328125,0.121328125,-1.979912882,0.578307219,0.578307219,0.315828206,0.15625,20.26829268
Hennec_Site 1_Taraxacum_officinale_Survey 1,9/13/20,51.369,51.369,0.968565966,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,16.46666667,2.801338136,-0.453501972,3.066666667,0.030666667,-3.453432262,0.50092115,0.50092115,0.003684603,0.015151515,2.424242424
Hennec_Site 2_Taraxacum_officinale_Survey 1,9/13/20,51.382,51.382,0.969454832,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,15.08333333,2.713590381,-0.528492884,1.8,0.018,-3.99921955,0.610483365,0.610483365,0.449344471,0.133333333,13.26666667
Hennec_Site 3_Taraxacum_officinale_Survey 1,9/20/20,51.49373,51.49373,0.977094286,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,15.3,2.727852828,-0.516303923,2.683333333,0.026833333,-3.590910463,0.614696284,0.614696284,0.467096402,0.1,12.76666667
Herman_Site 1_Helianthus_annuus_Survey 1,7/22/20,40.705608,40.705608,0.239464549,N,Helianthus_annuus,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,49.44966667,3.900955317,0.486251936,4.416666667,0.044166667,-3.074613204,0.721650144,0.721650144,0.952661659,0.016129032,52.83333333
Herman_Site 2_Plantago_major_Survey 1,7/16/20,40.917967,40.917967,0.253984436,N,Plantago_major,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,6.986433333,1.943970173,-1.186225057,13.06666667,0.130666667,-1.895077083,0.546134556,0.546134556,0.185064608,0.016129032,17.56666667
Holesk_Site 1_Lupinus_argenteus_Survey 1,8/11/20,35.2938009,35.2938009,-0.130563696,N,Lupinus_argenteus,Fabaceae,Temperate Conifer Forests,HERB,Herb,38.8,3.658420247,0.278976818,6.533333333,0.065333333,-2.660687589,0.648838846,0.648838846,0.613939128,0.133333333,27.83333333
Holesk_Site 2_Mimulus_guttatus_Survey 1,7/23/19,34.968472,34.968472,-0.152807815,N,Mimulus_guttatus,Phrymaceae,Temperate Conifer Forests,HERB,Herb,18.78333333,2.932969952,-0.3410069,13.133333333333301,0.131333333,-1.889220848,0.525380711,0.525380711,0.101610176,0.2,50.66666667
Holesk_Site 2_Mimulus_verbanaceus_Survey 1,7/28/19,34.968472,34.968472,-0.152807815,N,Mimulus_verbanaceus,Phrymaceae,Temperate Conifer Forests,HERB,Herb,17.37142857,2.85482682,-0.407789517,0.742857143,0.007428571,-4.894965409,0.57239819,0.57239819,0.291642474,0.142857143,43.85714286
Holm_Site 1_Acer_platanoides_Survey 1,9/5/20,59.311522,59.311522,1.511629942,N,Acer_platanoides,Sapindaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,25.50833333,3.239005196,-0.079463318,1.933333333,0.019333333,-3.926401891,0.762711864,0.762711864,1.16760516,0.016129032,19.02941176
Holm_Site 1_Hepatica_nobilis_Survey 1,8/24/20,59.311522,59.311522,1.511629942,N,Hepatica_nobilis,Ranunculaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,8.316666667,2.118261534,-1.037272321,4.95,0.0495,-2.955015492,0.752268447,0.752268447,1.110747526,0.083333333,11.46666667
Holm_Site 1_Plantago_major_Survey 1,9/7/20,59.309766,59.309766,1.511509876,N,Plantago_major,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,4.456666667,1.494401102,-1.570435397,2.908333333,0.029083333,-3.50807537,0.598173959,0.598173959,0.397862354,0.133333333,26.06896552
Holm_Site 1_Tussilago_farfara_Survey 1,9/6/20,59.311847,59.311847,1.511652163,N,Tussilago_farfara,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,25.2,3.226843995,-0.089856514,3.375,0.03375,-3.354442183,0.80514752,0.80514752,1.418782758,0.05,28.69230769
Holm_Site 2_Achillea_ptarmica_Survey 1,8/19/20,62.614305,62.614305,1.737455248,N,Achillea_ptarmica,Asteraceae,Boreal Forests/Taiga,HERB,Herb,45.26440678,3.812521001,0.410674275,0.541666667,0.005416667,-5.212843269,0.928031291,0.928031291,2.55683402,0.015384615,8.957142857
Hutchi_Site 1_Cyperus_esculentus_Survey 1,11/2/19,-18.92849,18.92849,-1.249529535,S,Cyperus_esculentus,Cyperaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",GRAMINOID,Graminoid,3.308333333,1.196444538,-1.825074784,49.83333333,0.498333333,-0.006666691,0.268805623,0.268805623,-1.000690801,0.333333333,21.53333333
Hutchi_Site 1_Heliotropium_indicum_Survey 1,11/1/19,-18.9168,18.9168,-1.25032883,S,Heliotropium_indicum,Boraginaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",HERB,Herb,37.11666667,3.614066105,0.241070919,4.166666667,0.041666667,-3.135494216,0.524881356,0.524881356,0.099607699,0.15,19.33333333
Jackso_Site 1_Jacobaea_vulgaris_Survey 1,10/23/20,51.778093,51.778093,0.996537393,N,Jacobaea_vulgaris,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,24.88333333,3.214198235,-0.100663822,1.146666667,0.011466667,-4.456778087,0.556020891,0.556020891,0.225028357,0.15,14.39166667
Jackso_Site 2_Taraxacum_officinale_Survey 1,9/1/20,53.212175,53.212175,1.094591672,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19,2.944438979,-0.33120525,5.225,0.05225,-2.898050864,0.791041548,0.791041548,1.331215057,0.015625,20.74074074
Jackso_Site 3_Viburnum_lantana_Survey 1,10/16/20,51.77741,51.77741,0.996490693,N,Viburnum_lantana,Adoxaceae,Temperate Broadleaf & Mixed Forests,SHRUB;TREE,Woody,38.92857143,3.661728465,0.281804085,5.785714286,0.057857143,-2.790179998,0.492684042,0.492684042,-0.02926592,0.034482759,45.17857143
Kalske_Site 1_Chamaenerion_angustifolium_Survey 1,8/13/19,60.4242975,60.4242975,1.587715131,N,Chamaenerion_angustifolium,Onagraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,97,4.574710979,1.06205643,2.75,0.0275,-3.565684071,0.41777093,0.41777093,-0.331930695,0.216666667,41.2962963
Kalske_Site 1_Cirsium_arvense_Survey 1,8/13/19,60.4244476,60.4244476,1.587725393,N,Cirsium_arvense,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,61.33333333,4.116323469,0.670309684,3.6,0.036,-3.287572356,0.42529818,0.42529818,-0.301060811,0.233333333,17.83333333
Kalske_Site 1_Vincetoxicum_hirundinaria_Survey 1,8/27/19,60.4630052,60.4630052,1.59036174,N,Vincetoxicum_hirundinaria,Apocynaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,48.16666667,3.874667219,0.463785623,0.7,0.007,-4.954820515,0.512510089,0.512510089,0.050050801,0.233333333,30.06896552
Kalske_Site 3_Lupinus_polyphyllus_Survey 1,8/12/19,60.4133218,60.4133218,1.586964675,N,Lupinus_polyphyllus,Fabaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,30.91666667,3.431295413,0.084871585,2.9,0.029,-3.511030638,0.469121372,0.469121372,-0.123671901,0.233333333,13.33333333
Kalske_Site 4_Taraxacum_officinale_Survey 1,6/16/20,60.433056,60.433056,1.588313986,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,26.13333333,3.263211639,-0.058776029,0.941666667,0.009416667,-4.655812826,0.565021749,0.565021749,0.261568192,0.183333333,24.33333333
